store_id,upc_code,item_name,date,amount,quantity,unit_price,category,size,msu
90,00271211000008,RICHARD'S RYE,2014-05-17,6.7,2.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-05-18,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-05-19,3.35,0.74,4.53,,,1
90,00271211000008,RICHARD'S RYE,2014-05-22,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-05-24,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-05-25,9.0,2.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-05-28,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-05-29,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-05-31,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-06-01,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-06-02,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-06-03,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-06-04,9.0,2.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-06-24,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-07-08,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-07-09,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-07-12,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-07-15,9.0,2.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-07-16,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-07-28,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-08-14,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-08-19,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-08-20,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-08-21,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-08-28,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-09-02,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2014-09-05,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-09-06,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-09-11,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-09-12,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-09-19,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-09-20,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-09-27,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-10-01,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-10-03,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-10-04,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-10-05,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-10-08,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-10-13,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-11-05,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-11-13,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2014-12-24,10.05,3.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2015-01-31,6.7,2.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2015-02-01,3.35,1.0,3.35,,,1
90,00271211000008,RICHARD'S RYE,2016-05-12,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2016-08-29,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2017-07-17,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2017-09-27,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2018-01-23,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2018-03-16,4.5,1.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2018-03-17,13.5,3.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2018-03-18,9.0,2.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2018-07-06,18.0,4.0,4.5,,,1
90,00271211000008,RICHARD'S RYE,2018-09-23,4.25,1.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2018-10-06,4.25,1.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2018-10-18,4.25,1.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2018-10-27,21.25,5.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2018-12-12,17.0,4.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2018-12-13,4.25,1.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2019-01-19,4.25,1.0,4.25,,,1
90,00271211000008,RICHARD'S RYE,2019-04-07,4.25,1.0,4.25,,,1
